ticker,company,marketCap,marketCapGroup,sector
GH,Guardant Health,7545339100,Medium,healthcare
WES,Western Midstream Partners,7542982800,Medium,basicmaterials
ZS,Zscaler,7534108200,Medium,technology
LEA,Lear,7527910300,Medium,industrialgoods
ENTG,Entegris,7515179300,Medium,consumergoods
QGEN,Qiagen,7512540600,Medium,healthcare
ACM,Aecom Technology,7511763300,Medium,basicmaterials
SHMZF,Shimadzu,7511458500,Medium,technology
TPR,Tapestry,7505459200,Medium,services
LPLA,LPL Financial,7501925100,Medium,financial
CRZBY,Commerzbank AG,7501636400,Medium,financial
BG,Bunge,7500908400,Medium,consumergoods
EJTTF,EasyJet,7500106800,Medium,services
GDI,Gardner Denver Holdings,7499370000,Medium,industrialgoods
FFIV,F5 Networks,7497009900,Medium,technology
TSGTF,Tsingtao Brewery Co,7477674300,Medium,consumergoods
ATR,AptarGroup,7476262600,Medium,consumergoods
SOMMF,Sumitomo Chemical Co,7471995700,Medium,industrialgoods
TMICY,Trend Micro,7463401400,Medium,technology
LGTHF,CIMIC Group,7461907400,Medium,industrialgoods
RMGOF,Remgro,7457194800,Medium,basicmaterials
SINGY,Singapore Airlines,7451164900,Medium,industrialgoods
BNTX,BioNTech SE,7448545000,Medium,healthcare
IPGP,IPG Photonics,7445190300,Medium,consumergoods
IMPUF,Impala Platinum Holdings,7444428000,Medium,basicmaterials
CHOLF,China Oilfield Services,7443680400,Medium,industrialgoods
SLG,SL Green Realty,7442705900,Medium,financial
TW,Tradeweb Markets,7440968600,Medium,technology
HUNGF,Huaneng Power International,7440899400,Medium,utilities
TKAMY,thyssenkrupp AG,7426806800,Medium,industrialgoods
MSUXF,Misumi Group,7418467400,Medium,basicmaterials
LDSCY,Land Securities Group,7411233800,Medium,financial
ELPQF,El Puerto de Liverpool SAB de CV,7405051600,Medium,industrialgoods
NLSN,Nielsen Holdings,7400848000,Medium,services
DEI,Douglas Emmett,7397974300,Medium,financial
POST,Post Holdings,7395793000,Medium,consumergoods
IENVF,Infraestructura Energetica Nova SAB de CV,7387002000,Medium,utilities
PNR,Pentair,7384325500,Medium,industrialgoods
RSNAY,RSA Insurance,7382344300,Medium,financial
PPOKF,PT Charoen Pokphand Indonesia Tbk,7379100000,Medium,industrialgoods
TOTDF,TOTO,7367029500,Medium,basicmaterials
QRNNF,Aurizon Holdings,7362696900,Medium,utilities
VEDL,Vedanta,7341470000,Medium,basicmaterials
SINGF,Singapore Airlines,7334177000,Medium,utilities
UHAL,Amerco,7319666400,Medium,financial
LLESF,Lendlease Group,7313116900,Medium,financial
STWD,Starwood Property,7301961100,Medium,financial
KOSCF,Kose,7301555200,Medium,consumergoods
RGLD,Royal Gold,7289894900,Medium,basicmaterials
FINMY,Leonardo SpA,7289034600,Medium,consumergoods
LNNGF,Li Ning Company,7282590000,Medium,consumergoods
SNX,SYNNEX,7279986900,Medium,services
PEGA,Pegasystems,7258969500,Medium,technology
AFTPF,Afterpay Touch Group,7234136700,Medium,technology
INGIF,Ingenico Group - GCS,7231748100,Medium,services
HRC,Hill-Rom,7224979400,Medium,healthcare
WWD,Woodward,7212248200,Medium,industrialgoods
JFEEF,JFE Holdings,7204133700,Medium,basicmaterials
FLIR,Flir Systems,7187917700,Medium,consumergoods
GDS,GDS Holdings,7177403500,Medium,technology
CLZNF,Clariant AG,7170714000,Medium,industrialgoods
VLEEY,Valeo SA (EU),7169406400,Medium,industrialgoods
DLB,Dolby Laboratories,7163095600,Medium,consumergoods
PFPT,Proofpoint,7160462400,Medium,technology
CONE,CyrusOne,7158768000,Medium,financial
DSECF,Daiwa,7153453800,Medium,financial
KUNUF,KUNLUN ENERGY,7116667700,Medium,basicmaterials
MSG,Madison Square Garden Co,7109969100,Medium,services
SBGL,Sibanye Gold,7108960200,Medium,basicmaterials
BWA,BorgWarner,7106696300,Medium,industrialgoods
DBX,Dropbox,7102314000,Medium,technology
SJMHF,SJM Holdings,7080462500,Medium,services
ACOPF,a2 Milk Company,7079175200,Medium,consumergoods
GPAEF,Grupo Aeroportuario del Pacifico SAB de CV,7071180600,Medium,utilities
BTLCY,The British Land Company,7065813000,Medium,financial
PBCT,People's United Financial,7030482900,Medium,financial
HLTOY,Hellenic Telecom Organization SA,7020646100,Medium,technology
ARKAY,Arkema SA,7011483600,Medium,consumergoods
CDEVF,City Developments,7010344700,Medium,financial
AVLR,Avalara,7003485600,Medium,technology
OISHF,Oil Search,6998602500,Medium,unknownsector
NRZ,New Residential Inv,6997373600,Medium,financial
SFOSF,Shanghai Fosun Pharmaceutical (Group) Co,6996717000,Medium,healthcare
AXTA,Axalta Coating Systems,6983577000,Medium,consumergoods
RHI,Robert Half,6980772200,Medium,services
AOS,AO Smith,6979562500,Medium,industrialgoods
WBC,WABCO Holdings,6960941600,Medium,industrialgoods
CIB,Bancolombia,6958733900,Medium,financial
IGIFF,IGM Financial,6955801900,Medium,financial
MRNA,Moderna,6954927500,Medium,healthcare
SPXCF,Singapore Exchange,6950660200,Medium,financial
SWGAY,SWATCH,6946699200,Medium,consumergoods
FAF,First American Financial,6944611500,Medium,financial
BCCLF,Becle Sab De Cv,6942676000,Medium,consumergoods
BQCNF,Banque Cantonale Vaudoise,6939132800,Medium,financial
VOPKY,Royal Vopak,6935142500,Medium,services
TSYHF,TravelSky Technology,6935117700,Medium,services
CACI,Caci International,6924635700,Medium,technology
ORI,Old Republic International,6918360300,Medium,financial
TSG,The Stars Group,6908256000,Medium,services
ENIC,Enel Chile SA,6901185600,Medium,utilities
PRGAF,Pargesa Holding SA,6898929000,Medium,financial
HFC,Hollyfrontier,6897808600,Medium,basicmaterials
ELUXF,Electrolux AB,6897552000,Medium,unknownsector
NFPDF,Nissin Foods Holdings Co,6875022000,Medium,consumergoods
MAEOY,Manila Electric Company,6869674500,Medium,utilities
PB,Prosperity Bancshares,6865295200,Medium,financial
EWBC,East West Bancorp,6863306200,Medium,financial
JMPLY,Johnson Matthey,6855906500,Medium,consumergoods
SPXCY,Singapore Exchange,6855424700,Medium,financial
SMG,Scotts Miracle-Gro Company,6855254200,Medium,consumergoods
IPPLF,Inter Pipeline,6850593900,Medium,basicmaterials
MORN,Morningstar,6838041300,Medium,services
SBGLF,Sibanye-Stillwater,6835276800,Medium,basicmaterials
HDS,HD Supply Holdings,6831927200,Medium,services
SMGBF,San Miguel,6826381100,Medium,consumergoods
QABSY,Qantas Airways,6809689500,Medium,services
CPAMF,CapitaLand Mall,6809524800,Medium,financial
TKGBF,Turkiye Garanti Bankasi Anonim Sirketi,6804000000,Medium,financial
BYND,Beyond Meat,6793863400,Medium,consumergoods
INXN,Interxion Holding,6787557400,Medium,technology
CDK,CDK Global,6787362200,Medium,services
SPR,Spirit AeroSystems,6782433800,Medium,consumergoods
OTGLF,CD Projekt SA,6776460000,Medium,services
TTM,Tata Motors,6773723100,Medium,consumergoods
OC,Owens Corning,6768727100,Medium,basicmaterials
KSS,Kohl's,6766869000,Medium,services
BCVVF,BOC Aviation,6766597500,Medium,financial
ALV,Autoliv,6764976000,Medium,industrialgoods
DCI,Donaldson Company,6764685400,Medium,consumergoods
FLEX,Flex,6763037900,Medium,consumergoods
PLNT,Planet Fitness,6762603900,Medium,services
KAJMF,Kajima,6740440200,Medium,industrialgoods
HTA,Healthcare,6733545000,Medium,financial
AMRN,Amarin,6732233400,Medium,healthcare
PRAH,PRA Health Sciences,6729587200,Medium,healthcare
OISHY,Oil Search,6724147500,Medium,basicmaterials
DNPUF,Sumitomo Dainippon Pharma Co,6714285500,Medium,healthcare
LLESY,LendLease Group,6711724000,Medium,financial
ACKDF,Auckland International Airport,6707020800,Medium,utilities
WSO,Watsco,6698536800,Medium,industrialgoods
TCF,TCF Financial,6695321800,Medium,financial
KMERF,Komercní banka as,6694945200,Medium,financial
AUKNY,Auckland International Airport,6687029800,Medium,services
NTNX,Nutanix,6684532500,Medium,technology
TABCF,Tabcorp Holdings,6684469600,Medium,services
PPC,Pilgrim's Pride,6683484600,Medium,consumergoods
ASND,Ascendis Pharma,6682953300,Medium,healthcare
LITE,Lumentum Holdings,6679344000,Medium,consumergoods
MLNX,Mellanox,6668313000,Medium,consumergoods
GPS,Gap,6644722200,Medium,services
SKSUF,Sekisui Chemical Co,6640941400,Medium,services
COLD,Americold Realty,6617706600,Medium,financial
MRPRF,MERLIN Properties SOCIMI SA,6617242600,Medium,financial
CIEN,Ciena,6604295000,Medium,consumergoods
JEXYF,Jiangsu Expressway Co,6599452500,Medium,utilities
CDNAF,Canadian Tire,6591200000,Medium,industrialgoods
LB,L Brands,6580105000,Medium,services
NHYDY,Norsk Hydro,6578854500,Medium,basicmaterials
YAMHF,Yamaha Motor Co,6574353000,Medium,services
SYNH,Syneos Health,6572362700,Medium,healthcare
BNMDF,Banca Mediolanum SpA,6566722400,Medium,financial
SWI,SolarWinds,6565919100,Medium,technology
GNRC,Generac Holdings,6521879800,Medium,industrialgoods
HSHIF,HOSHIZAKI,6517854000,Medium,services
ESLT,Elbit Systems,6517725300,Medium,consumergoods
RIOCF,RioCan Real Estate Investment,6512690800,Medium,financial
BKEAF,Bank of East Asia,6510492800,Medium,financial
DNKN,Dunkin' Brands,6507317600,Medium,services
ELUXY,Electrolux AB,6505779000,Medium,technology
HZNP,Horizon Therapeutics,6503125400,Medium,healthcare
TKECF,Tokyo Electric Power Company Holdings,6488991000,Medium,utilities
JEF,Jefferies,6481529400,Medium,financial
CX,Cemex SAB,6478850000,Medium,basicmaterials
HPHTF,Hamamatsu Photonics KK,6477375900,Medium,technology
NESRF,Northern Star Resources,6470563700,Medium,basicmaterials
TMICF,Trend Micro,6465732000,Medium,technology
HUSKF,Husky Energy,6452870400,Medium,basicmaterials
STLD,Steel Dynamics,6449555600,Medium,basicmaterials
ACAD,ACADIA Pharmaceuticals,6418221800,Medium,healthcare
QBCRF,Quebecor,6417979100,Medium,services
IAA,IAA,6408624000,Medium,industrialgoods
CPYYY,Centrica,6408129700,Medium,utilities
UGP,Ultrapar Participacoes SA,6396716700,Medium,basicmaterials
KNX,Knight Transportation,6378747500,Medium,services
COLM,Columbia Sportswear,6377830700,Medium,consumergoods
PLWTY,Panalpina Welttransport Holding AG,6372185400,Medium,industrialgoods
CNRAF,Vicinity Centres,6368555700,Medium,financial
PVH,PVH,6358315800,Medium,consumergoods
ITOEF,ITO EN,6345598000,Medium,consumergoods
PEN,Penumbra,6325369400,Medium,healthcare
CCC,Clarivate Analytics,6318401000,Medium,financial
FIVE,Five Below,6309421100,Medium,services
CW,Curtiss-Wright,6301323300,Medium,consumergoods
ACC,American Campus,6300019200,Medium,financial
GWLLF,Great Wall Motor Co,6297816300,Medium,services
NGCRF,NagaCorp,6294464500,Medium,services
MDNDF,Mcdonalds Holdings Company Japan,6263698500,Medium,services
CMSQF,Computershare,6260686000,Medium,technology
MIDD,The Middleby,6260282900,Medium,industrialgoods
LEG,Leggett & Platt,6255090600,Medium,consumergoods
ARW,Arrow Electronics,6250396300,Medium,services
HXL,Hexcel,6226009400,Medium,consumergoods
WF,Woori Finance Holdings Co,6213912400,Medium,financial
EQUEY,Equatorial Energia SA,6202566600,Medium,utilities
MKSI,MKS Instruments,6201602700,Medium,consumergoods
FLS,Flowserve,6198838200,Medium,industrialgoods
BKEAY,Bank of East Asia,6190781100,Medium,financial
JBL,Jabil Circuit,6182458500,Medium,consumergoods
TOL,Toll Brothers,6174745900,Medium,consumergoods
HAE,Haemonetics,6174203100,Medium,healthcare
KCDMF,Kimberly-Clark de Mexico SAB de CV,6169660000,Medium,consumergoods
KGC,Kinross Gold,6168548400,Medium,basicmaterials
BRX,Brixmor Property,6168390700,Medium,financial
OSK,Oshkosh,6167026800,Medium,industrialgoods
BWXT,BWX Technologies,6162675000,Medium,consumergoods
TSRYF,Treasury Wine Estates,6145776800,Medium,consumergoods
ICAGY,International Consolidated Airlines,6144101200,Medium,services
CSUAY,China Shenhua Energy Company,6134436900,Medium,basicmaterials
ITT,ITT,6127599000,Medium,industrialgoods
ZLIOF,Zoomlion Heavy Industry Science & Technology Co,6127168900,Medium,basicmaterials
PFGC,Performance Food Group,6118871200,Medium,services
SABR,Sabre,6118613200,Medium,technology
ORCC,Owl Rock Capital,6109749200,Medium,financial
CRPJF,China Resources Power Holdings Co,6109258800,Medium,utilities
QUBSF,Qantas Airways,6099308800,Medium,utilities
FQVLF,First Quantum Minerals,6098165500,Medium,basicmaterials
PAC,Grupo Aeroportuario del Pacifico,6097480900,Medium,services
REYN,Reynolds Consumer Products,6090907500,Medium,unknownsector
BRFS,BRF SA,6088200000,Medium,consumergoods
CUZ,Cousins Properties,6087687800,Medium,financial
UVRBF,Universal Robina,6083481600,Medium,consumergoods
SMAR,Smartsheet,6081836100,Medium,technology
PPTDF,Peptidream,6073102800,Medium,healthcare
AGPYF,Agile Group Holdings,6071427500,Medium,financial
CUBE,Cubesmart,6069884800,Medium,financial
ASMIY,ASM International,6066502600,Medium,consumergoods
CHDN,Churchill Downs,6059243800,Medium,services
TPL,Texas Pacific Land,6049990200,Medium,basicmaterials
HLF,Herbalife,6041958900,Medium,services
HTCMF,Hitachi Construction Machinery Co,6039373600,Medium,basicmaterials
NATI,National Instruments,6032645800,Medium,technology
HINOF,Hino Motors,6027315000,Medium,basicmaterials
FNLPF,FRESNILLO,6012318100,Medium,basicmaterials
ETSY,Etsy,6009762100,Medium,services
ASMVF,ASM Pacific Technology,6005097000,Medium,technology
MDU,Mdu Resources Group,5997493100,Medium,utilities
GRFS,Grifols SA,5990876100,Medium,healthcare
SKX,Skechers USA,5985743100,Medium,consumergoods
STDAF,STADA Arzneimittel Aktiengesellschaft,5964326000,Medium,healthcare
CASY,Casey's General,5952577700,Medium,services
JWN,Nordstrom,5946189900,Medium,services
GZPHF,Guangzhou Baiyunshan Pharmaceutical Holdings Company,5934133500,Medium,healthcare
CCLAY,Coca-Cola Amatil,5922320000,Medium,unknownsector
TFSL,TFS Financial,5916282200,Medium,financial
ARGX,Argenx Se,5908949000,Medium,healthcare
INGR,Ingredion,5898599400,Medium,consumergoods
JBLU,JetBlue Airways,5895131500,Medium,services
AMED,Amedisys,5886215000,Medium,services
TREX,Trex Company,5880953000,Medium,industrialgoods
COG,Cabot Oil & Gas,5878199200,Medium,basicmaterials
GIL,Gildan Activewear,5872498000,Medium,consumergoods
UMC,United Micro,5862150000,Medium,consumergoods
WAL,Western Alliance,5855145600,Medium,financial
HKMPY,Hikma Pharmaceuticals,5854647900,Medium,healthcare
SON,Sonoco Products,5851729100,Medium,consumergoods
EVVTY,Evolution Gaming Group AB,5839179400,Medium,consumergoods
CMHHF,China Merchants Port Holdings Co,5828725500,Medium,utilities
CCLAF,Coca-Cola Amatil,5824580000,Medium,consumergoods
BJINF,Beijing Enterprises Holdings,5805430000,Medium,basicmaterials
JSAIY,J Sainsbury,5797813300,Medium,services
SQNXF,Square Enix Holdings Co,5790709700,Medium,services
SRCL,Stericycle,5786628000,Medium,services
CFR,Cullen/Frost Bankers,5783722000,Medium,financial
CHH,Choice Hotels,5773174300,Medium,services
PSO,Pearson,5771456300,Medium,services
HPP,Hudson Pacific Properties,5767611200,Medium,financial
ZNGA,Zynga,5751205800,Medium,technology
OCLDF,Orica,5740961700,Medium,industrialgoods
LECO,Lincoln Electric Holdings,5720489000,Medium,industrialgoods
TAISF,Taisho Pharmaceutical Holdings Co,5718852200,Medium,healthcare
TSUSF,TSURUHA Holdings,5707919600,Medium,industrialgoods
UNM,Unum Group,5703310200,Medium,financial
FCNCA,First Citizens BancShares,5702363000,Medium,financial
HTCMY,Hitachi Construction Machinery Co,5693810800,Medium,unknownsector
WH,Wyndham Hotels & Resorts,5689083300,Medium,services
MANH,Manhattan Associates,5686550000,Medium,technology
PSGTF,PT Semen Indonesia (Persero) Tbk,5685955100,Medium,basicmaterials
RP,Realpage,5675174600,Medium,technology
NWSZF,NWS Holdings,5671153000,Medium,industrialgoods
MMTOF,Mitsubishi Motors,5670461100,Medium,consumergoods
BOKF,Bok Financial,5670397200,Medium,financial
NXST,Nexstar Media Group,5658025600,Medium,services
TEMPF,PERSOL HOLDINGS CO,5656480600,Medium,services
EPR,EPR Properties,5644268500,Medium,financial
BERY,Berry Global Group,5639984400,Medium,consumergoods
ESTC,Elastic,5638925600,Medium,technology
PII,Polaris,5633421600,Medium,consumergoods
SEE,Sealed Air,5632108200,Medium,consumergoods
GGB,Gerdau SA,5616544400,Medium,basicmaterials
PWR,Quanta Services,5609225300,Medium,basicmaterials
NYT,New York Times,5603782500,Medium,services
COGQF,Chongqing Rural Commercial Bank Co,5600000000,Medium,financial
OMF,OneMain Holdings,5586946000,Medium,financial
MTPOF,Metropolitan Bank & Co,5575784000,Medium,financial
IDA,IdaCorp,5562820900,Medium,utilities
WB,Weibo,5562543300,Medium,technology
KKKUF,Kakaku,5557814200,Medium,services
MAN,ManpowerGroup,5551814800,Medium,services
FSLR,First Solar,5551786700,Medium,consumergoods
THG,Hanover Insurance,5536151700,Medium,financial
NUAN,Nuance Communications,5535729000,Medium,technology
FR,First Industrial Realty,5526220600,Medium,financial
WSM,Williams-Sonoma,5520298400,Medium,services
CREE,Cree,5520266700,Medium,consumergoods
JBGS,JBG Smith Properties,5517984800,Medium,financial
EV,Eaton Vance,5514813500,Medium,financial
PK,Park Hotels & Resorts,5503507100,Medium,financial
MCHVY,MGM China,5500505800,Medium,services
AGCO,Agco,5488183700,Medium,industrialgoods
JOBS,51Job,5487606100,Medium,technology
AMBFF,Ambu,5482392400,Medium,healthcare
GULRF,Guoco Group,5475408600,Medium,financial
GSX,GSX Techedu,5475025200,Medium,technology
PTKFF,PT Kalbe Farma Tbk,5475011700,Medium,healthcare
BPOP,Popular,5474516600,Medium,financial
CHA,China Telecom,5467695600,Medium,technology
UZAPF,Flughafen Zurich AG,5464635600,Medium,utilities
SPKKY,Spark New Zealand,5461549700,Medium,technology
ASR,Grupo Aeroportuario del Sureste,5452898100,Medium,services
REXR,Rexford Realty,5446073800,Medium,financial
RGEN,Repligen,5440415300,Medium,healthcare
CPITF,CapitaLand Commercial,5439342900,Medium,financial
MOMO,Momo,5436270800,Medium,technology
TV,"Grupo Televisa, S.A.B.",5429446600,Medium,services
POR,Portland GE,5429349000,Medium,utilities
KYYHF,Kyushu Railway Company,5425685300,Medium,utilities
LNXSF,LANXESS,5419146400,Medium,basicmaterials
CYBR,CyberArk Software,5415560600,Medium,technology
AXS,Axis Capital,5414515900,Medium,financial
GMYTF,GMO Payment Gateway,5405026700,Medium,financial
SHPMF,Shanghai Pharmaceuticals Holding Co,5399971000,Medium,healthcare
PUTKF,PT United Tractors Tbk,5399750700,Medium,basicmaterials
ALSN,Allison Transmission Holdings,5398779700,Medium,industrialgoods
MXCYY,Metso,5384726900,Medium,industrialgoods
GZUHF,Guangzhou R&F Properties Co,5382869800,Medium,financial
NET,Cloudflare,5382209500,Medium,technology
SAIC,Science Applications,5374181200,Medium,technology
TKAGY,Telekom Austria,5373103600,Medium,technology
PNADF,Petronas Dagangan Bhd,5364651600,Medium,services
EGP,Eastgroup Properties,5364392100,Medium,financial
HKUOF,Hakuhodo Dy Holdings,5356008400,Medium,services
VAC,Marriot Vacations,5352328800,Medium,financial
DCYHF,Discovery,5350507600,Medium,financial
SEKEY,Seiko Epson,5348070100,Medium,consumergoods
EXEL,Exelixis,5347689600,Medium,healthcare
BILI,Bilibili,5341883900,Medium,technology
MZDAY,Mazda Motor,5340576800,Medium,consumergoods
HHC,Howard Hughes,5335817800,Medium,financial
EEIG,024 Pharma,5329060000,Medium,technology
HMTLF,Hitachi Metals,5323209200,Medium,basicmaterials
MSA,MSA Safety,5321051700,Medium,consumergoods
MCHVF,MGM China Holdings,5320000000,Medium,services
RHBAF,RHB Bank Bhd,5315722300,Medium,financial
CWLDF,Crown Resorts,5315690300,Medium,services
TKCZF,Turkcell Iletisim Hizmetleri AS,5314185900,Medium,services
BYDDY,BYD Company,5307000000,Medium,unknownsector
DECK,Deckers Outdoor,5306506600,Medium,consumergoods
SBHGF,SBI Holdings,5303356200,Medium,financial
HIW,Highwoods Properties,5301318400,Medium,financial
LSI,Life Storage,5298507000,Medium,financial
HOG,Harley-Davidson,5290672700,Medium,consumergoods
GMED,Globus Medical,5288244900,Medium,healthcare
HE,Hawaiian Electric Industries,5286482600,Medium,utilities
MZDAF,Mazda Motor,5283975900,Medium,services
PORBF,Pola Orbis Holdings,5271648800,Medium,consumergoods
CR,Crane Company,5268555400,Medium,industrialgoods
SNV,Synovus,5268256400,Medium,financial
GEBHY,Genting Berhad,5267593400,Medium,services
TKC,Turkcell Iletisim,5260878000,Medium,technology
FND,Floor & Decor Holdings,5260068900,Medium,services
WTCHF,Wisetech Global,5254367800,Medium,technology
NYCB,NY Community,5248306800,Medium,financial
LTM,LATAM Airlines,5245429200,Medium,services
SEDG,SolarEdge Technologies,5240751900,Medium,consumergoods
MDBPF,Medibank Private,5232600000,Medium,financial
WYGPF,Worley,5209063900,Medium,industrialgoods
RHCGF,Ryman Healthcare,5200000000,Medium,healthcare
BXMT,Blackstone Mortgage,5196984300,Medium,financial
ALTCY,Altice Europe,5182324800,Medium,services
SEKEF,Seiko Epson,5182031400,Medium,technology
NHMAF,Nihon M&A Center,5176805800,Medium,financial
TYIBF,Turkiye Is Bankasi Anonim Sirketi,5174977000,Medium,financial
CCOZF,China Coal Energy Co,5170893000,Medium,unknownsector
APYRF,Allied Properties Real Estate Investment Trust,5164213000,Medium,financial
KMPR,Kemper,5157811300,Medium,financial
CHGG,Chegg,5157462700,Medium,services
WEN,Wendy's,5146151400,Medium,services
KNMCY,Konami Holdings,5125292800,Medium,consumergoods
MXCHF,Orbia Advance SAB de CV,5124000000,Medium,industrialgoods
KT,KT,5120653000,Medium,technology
GRUB,GrubHub,5118400500,Medium,technology
GFI,Gold Fields,5112665600,Medium,basicmaterials
MLRYY,Mailru Group,5110259000,Medium,services
PRI,Primerica,5109565000,Medium,financial
TONPF,Toppan Printing Co,5108284700,Medium,services
TECD,Tech Data,5103469600,Medium,services
BKH,Black Hills,5102525600,Medium,utilities
CCOJF,Coca-Cola Bottlers Japan Holdings,5100799300,Medium,consumergoods
CPCAF,Cathay Pacific Airways,5094322800,Medium,utilities
M,Macy's,5088653600,Medium,services
TMXXF,TMX Group,5080252700,Medium,financial
ABZPF,Aboitiz Power,5077434000,Medium,utilities
TPX,Tempur Sealy,5076915600,Medium,consumergoods
BRTHF,Brother Industries,5076023000,Medium,technology
BMCLF,BAIC Motor,5065694900,Medium,services
NINOF,Nikon,5064800000,Medium,services
CLPXF,China Longyuan Power Group,5062925700,Medium,utilities
GTMEF,Globe Telecom,5061904000,Medium,services
CPCAY,Cathay Pacific Airways,5058918200,Medium,services
RDN,Radian Group,5058897400,Medium,financial
ICL,ICL-Israel Chemicals,5057777500,Medium,consumergoods
BLSFF,Bluescope Steel,5055330000,Medium,basicmaterials
GFIOF,Gold Fields,5046375000,Medium,basicmaterials
FHN,First Horizon,5045797800,Medium,financial
WPX,WPX Energy,5034231300,Medium,basicmaterials
CSIOF,Casio Computer Co,5028455400,Medium,services
SHWGF,Shandong Weigao Group Medical Polymer Co,5019786300,Medium,healthcare
ESNT,Essent Group,5018094000,Medium,financial
KSANF,Kansai Paint Co,5015747900,Medium,industrialgoods
OGS,ONE Gas,5013706600,Medium,utilities
HBI,Hanesbrands,5009503400,Medium,consumergoods
INDOY,Indorama Ventures,5002564000,Medium,basicmaterials
IVBXF,Innovent Biologics,4999737600,Medium,healthcare
BC,Brunswick,4993144500,Medium,consumergoods
AL,Air Lease,4992787200,Medium,financial
BLSFY,BlueScope Steel,4986597200,Medium,basicmaterials
MAT,Mattel,4982294500,Medium,consumergoods
PTKFY,PT Kalbe Farma Tbk,4980468800,Medium,healthcare
XYIGF,Xinyi Glass Holdings,4978674400,Medium,basicmaterials
OSAGY,OSRAM Licht AG,4978094700,Medium,unknownsector
MTG,MGIC Investment,4972590300,Medium,financial
TLGHY,Telenet Group Holding,4963870400,Medium,services
AWI,Armstrong Ind,4963770300,Medium,industrialgoods
HQY,Healthequity,4962947600,Medium,financial
BLUE,Bluebird Bio,4961530800,Medium,healthcare
IPSBF,Impulsora del Desarrollo y el Empleo en America Latina SAB,4950247500,Medium,industrialgoods
SERV,Servicemaster Global Holdings,4950093500,Medium,services
KROTF,Cogna Educacao SA,4947686000,Medium,unknownsector
ALMMF,Aluminum of China,4936583000,Medium,basicmaterials
HCXLF,Hiscox,4936014600,Medium,financial
GTMEY,Globe Telecom,4933358300,Medium,services
BSMX,Banco Santander (Mexico) SA Institucion de Banca Multiple GrupoFinanciero Santander C,4930872000,Medium,financial
KGHPF,KGHM Polska Miedz SA,4930000000,Medium,basicmaterials
GEBHF,Genting Bhd,4928742400,Medium,services
CZZ,Cosan,4919723600,Medium,consumergoods
LPL,LG Display,4916391800,Medium,services
BDVSF,Bidvest Group,4901784400,Medium,services
TEPCF,Tohoku Electric Power Company,4893708400,Medium,utilities
FFIN,First Financial Bankshares,4890498700,Medium,financial
PIFMF,PT Indofood Sukses Makmur Tbk,4880163000,Medium,consumergoods
ERI,Eldorado Resorts,4876179000,Medium,services
CRYYF,China Railway Signal & Communication,4871308000,Medium,technology
LSRCF,Lasertec,4869606600,Medium,technology
HR,Healthcare Realty,4867990400,Medium,financial
IART,Integra Lifesciences,4866026200,Medium,healthcare
SRC,Spirit Realty Capital,4860425500,Medium,financial
IFS,Intercorp Financial Services,4860360800,Medium,financial
XLRN,Acceleron Pharma,4858595500,Medium,healthcare
BDVSY,The Bidvest Group,4858473400,Medium,industrialgoods
AAXN,Axon Enterprise,4853500400,Medium,consumergoods
TTEK,Tetra Tech,4850573400,Medium,basicmaterials
ADT,Adt,4839811300,Medium,industrialgoods
SUOPY,Sumco,4831755000,Medium,technology
HUN,Huntsman,4831672100,Medium,consumergoods
STAG,Stag Industrial,4827444800,Medium,financial
RHP,Ryman,4811173100,Medium,financial
HELE,Helen Of Troy,4797150300,Medium,consumergoods
ISDAF,Israel Discount Bank,4796577200,Medium,financial
SHLX,Shell Midstream,4789443700,Medium,basicmaterials
TIGO,Millicom International Cellular SA,4786039400,Medium,technology
AYI,Acuity Brands,4784907400,Medium,industrialgoods
JCOM,J2 Global,4784311400,Medium,technology
NEU,Newmarket,4781731000,Medium,consumergoods
BJWTF,Beijing Enterprises Water Group,4779168300,Medium,industrialgoods
TATYY,Tate & Lyle,4773860300,Medium,consumergoods
JSGCF,LIXIL Group,4772145000,Medium,basicmaterials
CLH,Clean Harbors,4763856200,Medium,basicmaterials
CRI,Carter's,4759046600,Medium,services
NINOY,Nikon,4757016000,Medium,consumergoods
LWSOF,Lawson,4752945000,Medium,industrialgoods
PSTG,Pure Storage,4751843800,Medium,consumergoods
KRYPF,Kerry Properties,4748190000,Medium,financial
MAPGF,Mapletree Logistics,4746300000,Medium,financial
MITUY,Mitsui Chemicals,4741501000,Medium,basicmaterials
NDGPF,Nine Dragons Paper Holdings,4739142200,Medium,industrialgoods
BYDIF,BYD Electronic (International) Co,4731720000,Medium,technology
JHG,Janus Henderson Group,4726547300,Medium,financial
RNMBY,Rheinmetall,4722302900,Medium,unknownsector
YOKEF,Yokogawa Electric,4719410800,Medium,technology
ADS,Alliance Data Systems,4716154900,Medium,technology
MMS,Maximus,4713975600,Medium,services
PSB,PS Business Parks,4700506800,Medium,financial
LHCG,LHC Group,4700495900,Medium,services
SATLF,ZOZO,4692384200,Medium,industrialgoods
AZUL,Azul SA,4690306400,Medium,services
APPF,AppFolio,4687847600,Medium,technology
MAPIF,Mapletree Industrial,4687597500,Medium,financial
MAQAF,Atlas Arteria,4676407700,Medium,industrialgoods
EME,Emcor Group,4666875800,Medium,basicmaterials
PE,Parsley Energy,4665788200,Medium,basicmaterials
